id	chr	start	end	strand	length	tr.name	tr.strand
L2_level1_chr10_-_24919952	chr10	24919820	24920179	-	359	Akap7	-
L2_level1_chr1_-_164408090	chr1	164407819	164408189	-	370	Dnm3	-
L2_level1_chr15_-_35867929	chr15	35867871	35868007	-	136	Cox6c	-
L2_level1_chr11_-_33060881	chr11	33060838	33060936	-	98	Npm1	-
L2_level1_chr1_-_23853304	chr1	23852796	23853340	-	544	Smap1	-
L2_level1_chr16_+_81624192	chr16	81623575	81625426	+	1851	Ncam2	+
L2_level1_chr12_-_76563350	chr12	76563292	76563465	-	173	Ppp2r5e	-
L2_level1_chr1_-_69108027	chr1	69107511	69108334	-	823	Erbb4	-
L2_level1_chr7_+_129772401	chr7	129771156	129772501	+	1345	Prkcb	+
L2_level1_chr1_+_160620641	chr1	160620469	160620832	+	363	Astn1	+
L2_level1_chr15_-_83341309	chr15	83341189	83341370	-	181	Ttll1	-
L2_level1_chr13_random_-_309261	chr13_random	308827	309849	-	1022	Hmgcs1	-
L2_level1_chr16_-_9575879	chr16	9573918	9579725	-	5807	Grin2a	-
L2_level1_chr6_-_13821470	chr6	13821464	13821524	-	60	2610001J05Rik	-
L2_level1_chr7_-_67150001	chr7	67149937	67150106	-	169	Snrpn	-
L2_level1_chr15_-_79656707	chr15	79656583	79656828	-	245	Cbx6	-
L2_level1_chr9_+_110453510	chr9	110449699	110453969	+	4270	Setd2	+
L2_level1_chr7_+_98646070	chr7	98645888	98646371	+	483	Dlg2	+
L2_level1_chr1_+_133830281	chr1	133830221	133830548	+	327	Nucks1	+
L2_level1_chr9_+_51659886	chr9	51659832	51661635	+	1803	9230115E21Rik	-
L2_level1_chr6_+_45096330	chr6	45095503	45096407	+	904	Cntnap2	+
L2_level1_chr4_+_135416635	chr4	135415851	135417696	+	1845	Srsf10	+
L2_level1_chr19_+_9041672	chr19	9041574	9041716	+	142	Eef1g	+
L2_level1_chr17_-_75951219	chr17	75951073	75951288	-	215	Fam98a	-
L2_level1_chr19_+_5199979	chr19	5199978	5199982	+	4	Pacs1	-
L2_level1_chr15_-_79360040	chr15	79358870	79360119	-	1249	Ddx17	-
L2_level1_chr9_-_22044535	chr9	22044530	22044550	-	20	Zfp809	+
L2_level1_chr1_-_90174187	chr1	90173982	90174229	-	247	A730008H23Rik	-
L2_level1_chr11_+_16652202	chr11	16652191	16652481	+	290	Egfr	+
L2_level1_chr11_-_50122392	chr11	50122310	50122468	-	158	Canx	-
L2_level1_chrX_+_132334811	chrX	132333393	132337904	+	4511	Gprasp1	+
L2_level1_chr5_-_51864882	chr5	51864743	51865456	-	713	Ppargc1a	-
L2_level1_chr16_+_41535707	chr16	41535672	41535812	+	140	Lsamp	+
L2_level1_chr2_+_29852022	chr2	29851911	29852055	+	144	Spna2	+
L2_level1_chr8_+_75095965	chr8	75095877	75096098	+	221	Tmem38a	+
L2_level1_chr19_+_5298325	chr19	5298257	5298470	+	213	Gal3st3	+
L2_level1_chr1_-_25765053	chr1	25764755	25765323	-	568	Bai3	-
L2_level1_chr16_+_6564176	chr16	6563345	6564209	+	864	Rbfox1	+
L2_level1_chr5_+_124372186	chr5	124372172	124372254	+	82	Denr	+
L2_level1_chr4_-_129397959	chr4	129397929	129398112	-	183	Khdrbs1	-
L2_level1_chr3_+_107994051	chr3	107993400	107994511	+	1111	Amigo1	+
L2_level1_chr7_-_31344671	chr7	31344520	31344727	-	207	Lin37	-
L2_level1_chr15_+_97938973	chr15	97938823	97939054	+	231	Pfkm	+
L2_level1_chr9_+_111178507	chr9	111178427	111179422	+	995	Epm2aip1	+
L2_level1_chr2_-_155340561	chr2	155340445	155340617	-	172	Ggt7	-
L2_level1_chr9_+_62221446	chr9	62221273	62221456	+	183	Anp32a	+
L2_level1_chr8_-_106943289	chr8	106942839	106944623	-	1784	Dync1li2	-
L2_level1_chr19_-_4839317	chr19	4839252	4839371	-	119	Ccdc87	+
L2_level1_chr8_+_119780977	chr8	119780957	119781186	+	229	4933407C03Rik	+
L2_level1_chr5_-_24079572	chr5	24079263	24079601	-	338	Abcf2	-
L2_level1_chr18_+_37656639	chr18	37656559	37656849	+	290	Pcdhb19	+
L2_level1_chr9_+_44933644	chr9	44933503	44933704	+	201	Scn2b	+
L2_level1_chr7_-_31225214	chr7	31225187	31225337	-	150	Aplp1	-
L2_level1_chr5_+_89059573	chr5	89059518	89059619	+	101	Rufy3	+
L2_level1_chr11_+_104189930	chr11	104189820	104190179	+	359	Mapt	+
L2_level1_chr16_-_67520487	chr16	67519823	67520728	-	905	Cadm2	-
L2_level1_chr10_+_20054337	chr10	20054186	20054444	+	258	Bclaf1	+
L2_level1_chr4_+_102640827	chr4	102640730	102640915	+	185	Gm12709	-
L2_level1_chr7_+_129774511	chr7	129774237	129775871	+	1634	Prkcb	+
L2_level1_chr14_-_65820453	chr14	65819866	65820637	-	771	Fzd3	-
L2_level1_chr8_-_119445344	chr8	119445279	119445395	-	116	2310061C15Rik	-
L2_level1_chr18_+_90679593	chr18	90679487	90679738	+	251	Tmx3	+
L2_level1_chr14_-_8998857	chr14	8998586	8999014	-	428	Pdhb	-
L2_level1_chr11_-_41725496	chr11	41724155	41726243	-	2088	Gabrg2	-
L2_level1_chr14_+_65209558	chr14	65209557	65209715	+	158	Mir124a-1	+
L2_level1_chr9_+_75068695	chr9	75067757	75069067	+	1310	Myo5a	+
L2_level1_chr15_-_51697014	chr15	51696904	51697092	-	188	Eif3h	-
L2_level1_chr6_+_29355903	chr6	29355857	29356189	+	332	Ccdc136	+
L2_level1_chr10_+_41239269	chr10	41239193	41239475	+	282	Cd164	+
L2_level1_chr7_-_116179504	chr7	116179227	116179753	-	526	Ric3	-
L2_level1_chr10_+_57734297	chr10	57734279	57734446	+	167	Gcc2	+
L2_level1_chr16_+_58728113	chr16	58727995	58728172	+	177	Cldnd1	+
L2_level1_chr11_-_86535146	chr11	86535075	86535209	-	134	Cltc	-
L2_level1_chr7_+_65083272	chr7	65083082	65083795	+	713	Gabrb3	+
L2_level1_chr17_-_6817652	chr17	6817576	6817760	-	184	Tmem181c-ps	-
L2_level1_chr3_+_109432444	chr3	109432444	109432445	+	1	Vav3	+
L2_level1_chr5_+_87246073	chr5	87245889	87246349	+	460	Ythdc1	+
L2_level1_chr2_+_121130348	chr2	121130278	121130826	+	548	Mtap1a	+
L2_level1_chr13_+_14256447	chr13	14256306	14256698	+	392	Arid4b	+
L2_level1_chr11_-_4840998	chr11	4840959	4841166	-	207	Nefh	-
L2_level1_chr16_+_31428883	chr16	31428819	31429018	+	199	Bdh1	+
L2_level1_chr10_+_83006718	chr10	83006676	83006809	+	133	A230046K03Rik	+
L2_level1_chr19_-_6984106	chr19	6983956	6984254	-	298	Trmt112	+
L2_level1_chr17_+_13112713	chr17	13112664	13112766	+	102	Tcp1	+
L2_level1_chr9_-_18118386	chr9	18118375	18118402	-	27	Chordc1	+
L2_level1_chr4_-_33333368	chr4	33332826	33333504	-	678	Pnrc1	-
L2_level1_chr7_+_134006708	chr7	134006669	134007524	+	855	Hirip3	+
L2_level1_chr14_+_76245156	chr14	76245027	76245229	+	202	Tpt1	+
L2_level1_chr2_-_66094680	chr2	66094602	66094743	-	141	Ttc21b	-
L2_level1_chr14_-_67424145	chr14	67423924	67424317	-	393	Dpysl2	-
L2_level1_chr3_+_89263265	chr3	89263054	89263362	+	308	Pmvk	+
L2_level1_chr16_+_32631714	chr16	32631657	32632312	+	655	Tfrc	+
L2_level1_chrX_-_157245836	chrX	157245013	157246169	-	1156	Cdkl5	-
L2_level1_chr19_-_46072968	chr19	46072927	46073111	-	184	9130011E15Rik	-
L2_level1_chr12_+_71554125	chr12	71554049	71554278	+	229	Tmx1	+
L2_level1_chr7_+_130144637	chr7	130144065	130144779	+	714	Rbbp6	+
L2_level1_chr4_+_154917220	chr4	154917124	154917300	+	176	Gnb1	+
L2_level1_chrX_-_7829492	chrX	7829427	7829548	-	121	Ftsj1	-
L2_level1_chr12_+_111902804	chr12	111902718	111902961	+	243	Dync1h1	+
L2_level1_chr17_-_66438659	chr17	66438590	66438721	-	131	Ndufv2	-
L2_level1_chr2_-_48804757	chr2	48804645	48804853	-	208	Orc4	-
L2_level1_chrX_-_92276886	chrX	92276848	92277063	-	215	Arhgef9	-
L2_level1_chr12_+_73885404	chr12	73884657	73885517	+	860	Ppm1a	+
L2_level1_chr17_-_5440238	chr17	5440157	5440279	-	122	5730437N04Rik	-
L2_level1_chr4_-_4692037	chr4	4690973	4692099	-	1126	Impad1	-
L2_level1_chr2_-_148520450	chr2	148519779	148521334	-	1555	Napb	-
L2_level1_chr11_-_120210088	chr11	120210086	120210104	-	18	0610009L18Rik	+
L2_level1_chr1_-_93295324	chr1	93295249	93295382	-	133	Ilkap	-
L2_level1_chr6_-_57485506	chr6	57485281	57485531	-	250	Ppm1k	-
L2_level1_chrX_+_54045716	chrX	54045002	54045937	+	935	Fhl1	+
L2_level1_chr17_-_10475747	chr17	10475709	10475853	-	144	Qk	-
L2_level1_chr10_+_20779180	chr10	20778764	20779533	+	769	Ahi1	+
L2_level1_chr11_-_77997057	chr11	77997023	77997121	-	98	Rpl23a	-
L2_level1_chrX_+_38755848	chrX	38755833	38756105	+	272	Gria3	+
L2_level1_chr2_-_179777124	chr2	179777007	179777205	-	198	Ss18l1	+
L2_level1_chr6_+_56709571	chr6	56709312	56709907	+	595	Avl9	+
L2_level1_chr6_+_71759443	chr6	71759218	71759590	+	372	Reep1	+
L2_level1_chr12_+_90033349	chr12	90032931	90033484	+	553	Nrxn3	+
L2_level1_chr12_+_41517997	chr12	41517648	41518080	+	432	Dock4	+
L2_level1_chr6_-_52663838	chr6	52663835	52663858	-	23	Tax1bp1	+
L2_level1_chr8_-_73419793	chr8	73419761	73419803	-	42	Rpl18a	-
L2_level1_chr3_+_107283019	chr3	107282835	107283057	+	222	Slc6a17	-
L2_level1_chr7_-_66529442	chr7	66529367	66529665	-	298	Ube3a	+
L2_level1_chr1_-_97486251	chr1	97485689	97486273	-	584	St8sia4	-
L2_level1_chr1_+_63777201	chr1	63777177	63777253	+	76	Fastkd2	+
L2_level1_chr2_-_120333387	chr2	120333323	120334011	-	688	Zfp106	-
L2_level1_chr16_-_94648445	chr16	94648443	94648446	-	3	Ttc3	+
L2_level1_chr6_+_17238458	chr6	17238097	17238857	+	760	Cav2	+
L2_level1_chr8_-_87366883	chr8	87366865	87366991	-	126	Calr	-
L2_level1_chr8_+_46880563	chr8	46880287	46880993	+	706	Sorbs2	+
L2_level1_chr2_+_69579680	chr2	69579486	69579725	+	239	Ppig	+
L2_level1_chr7_-_151656659	chr7	151656608	151656714	-	106	Cttn	-
L2_level1_chr13_-_105737821	chr13	105736760	105738325	-	1565	Rgs7bp	-
L2_level1_chr11_+_78085092	chr11	78085004	78085857	+	853	2610507B11Rik	+
L2_level1_chr13_-_48976419	chr13	48976138	48976505	-	367	Fam120a	-
L2_level1_chr7_+_119218230	chr7	119218186	119218295	+	109	Usp47	+
L2_level1_chr16_+_6827080	chr16	6826693	6827945	+	1252	Rbfox1	+
L2_level1_chr17_-_90989264	chr17	90989179	90989602	-	423	Nrxn1	-
L2_level1_chr13_+_109954024	chr13	109954002	109954029	+	27	Pde4d	+
L2_level1_chr9_+_32063282	chr9	32062748	32063610	+	862	Arhgap32	+
L2_level1_chrX_+_148325338	chrX	148325197	148325484	+	287	Huwe1	+
L2_level1_chr7_-_89045279	chr7	89045157	89045324	-	167	Hdgfrp3	-
L2_level1_chr1_+_133818559	chr1	133818505	133818599	+	94	Nucks1	+
L2_level1_chr12_+_16982873	chr12	16982826	16982888	+	62	Rock2	+
L2_level1_chr5_+_31164954	chr5	31164839	31164988	+	149	Mapre3	+
L2_level1_chr2_-_140781730	chr2	140781666	140781771	-	105	Macrod2	+
L2_level1_chr13_-_59924478	chr13	59924306	59924615	-	309	Zcchc6	-
L2_level1_chr1_-_69130171	chr1	69129640	69130213	-	573	Erbb4	-
L2_level1_chr2_+_158441250	chr2	158440795	158441432	+	637	Slc32a1	+
L2_level1_chr2_+_71370923	chr2	71370614	71371937	+	1323	Dlx1	+
L2_level1_chr11_-_100452259	chr11	100452220	100452374	-	154	Dnajc7	-
L2_level1_chr3_+_69148599	chr3	69148576	69148610	+	34	Ppm1l	+
L2_level1_chr1_+_24801727	chr1	24801663	24801877	+	214	Lmbrd1	+
L2_level1_chr9_random_+_377743	chr9_random	377728	377880	+	152	Ccdc82	+
L2_level1_chr17_+_44090215	chr17	44090157	44090450	+	293	Rcan2	+
L2_level1_chr11_-_86538617	chr11	86538578	86538807	-	229	Cltc	-
L2_level1_chr15_-_98593436	chr15	98593343	98593708	-	365	Arf3	-
L2_level1_chr2_+_148506915	chr2	148506748	148506950	+	202	Gzf1	+
L2_level1_chr18_+_4375590	chr18	4375569	4375751	+	182	Mtpap	+
L2_level1_chr8_+_42371338	chr8	42371306	42371499	+	193	Pcm1	+
L2_level1_chr18_+_74375871	chr18	74375812	74375897	+	85	Cxxc1	+
L2_level1_chr11_-_77346077	chr11	77345202	77346085	-	883	Taok1	-
L2_level1_chr13_-_48633207	chr13	48632320	48633288	-	968	Mirlet7f-1	-
L2_level1_chr16_-_28162012	chr16	28160633	28162630	-	1997	Fgf12	-
L2_level1_chr2_+_82015904	chr2	82015866	82016199	+	333	Zfp804a	+
L2_level1_chr3_+_84778430	chr3	84778311	84778543	+	232	Fbxw7	+
L2_level1_chr4_+_63205865	chr4	63205809	63205940	+	131	Atp6v1g1	+
L2_level1_chr18_+_34477918	chr18	34474012	34478332	+	4320	Apc	+
L2_level1_chr4_+_126754658	chr4	126754560	126754874	+	314	Zmym6	+
L2_level1_chr9_+_64975510	chr9	64975509	64975512	+	3	Igdcc4	+
L2_level1_chr18_+_37454463	chr18	37454396	37454630	+	234	Pcdhb2	+
L2_level1_chr11_+_51781162	chr11	51781129	51781219	+	90	Cdkn2aipnl	+
L2_level1_chr5_-_23010402	chr5	23009464	23010566	-	1102	Srpk2	-
L2_level1_chrX_-_71279153	chrX	71278627	71279338	-	711	Mecp2	-
L2_level1_chr11_+_49944890	chr11	49944847	49945040	+	193	Tbc1d9b	+
L2_level1_chr7_+_109054450	chr7	109054319	109054507	+	188	Tomt	-
L2_level1_chr2_+_91570323	chr2	91570261	91570380	+	119	Ambra1	+
L2_level1_chr11_-_79316061	chr11	79315247	79316129	-	882	Nf1	+
L2_level1_chr2_+_29839150	chr2	29839114	29839274	+	160	Spna2	+
L2_level1_chr12_+_90776361	chr12	90776290	90776804	+	514	Nrxn3	+
L2_level1_chr6_-_12264586	chr6	12264330	12264968	-	638	Thsd7a	-
L2_level1_chr2_+_170336927	chr2	170336904	170336942	+	38	Pfdn4	+
L2_level1_chr18_-_34505526	chr18	34504719	34506828	-	2109	Reep5	-
L2_level1_chr8_+_34524072	chr8	34523696	34524614	+	918	Purg	+
L2_level1_chr2_-_132356011	chr2	132355566	132356161	-	595	Gpcpd1	-
L2_level1_chr5_-_33995004	chr5	33994870	33995042	-	172	Slbp	-
L2_level1_chr1_-_64663772	chr1	64663718	64663865	-	147	Mettl21a	-
L2_level1_chrX_+_98835431	chrX	98835354	98835641	+	287	Ogt	+
L2_level1_chr13_-_58495967	chr13	58495844	58496171	-	327	Hnrnpk	-
L2_level1_chr6_+_108163079	chr6	108163067	108163103	+	36	Itpr1	+
L2_level1_chr3_+_40574485	chr3	40574414	40574600	+	186	Hspa4l	+
L2_level1_chr15_-_81196840	chr15	81196796	81196929	-	133	St13	-
L2_level1_chr18_+_53369247	chr18	53369175	53369289	+	114	Snx2	+
L2_level1_chr16_+_13947833	chr16	13947700	13948154	+	454	Mpv17l	+
L2_level1_chr1_-_24271461	chr1	24271387	24271667	-	280	Col19a1	-
L2_level1_chr11_+_106117457	chr11	106117386	106117514	+	128	Psmc5	+
L2_level1_chr13_+_118056077	chr13	118056012	118056377	+	365	Emb	+
L2_level1_chr9_-_36954852	chr9	36954843	36954964	-	121	Pknox2	-
L2_level1_chr9_-_107755430	chr9	107754750	107755737	-	987	Rbm6	-
L2_level1_chr7_+_129660412	chr7	129660291	129660474	+	183	Prkcb	+
L2_level1_chr4_+_154338235	chr4	154338188	154338300	+	112	Pank4	+
L2_level1_chr7_-_89029246	chr7	89029206	89029958	-	752	Hdgfrp3	-
L2_level1_chr10_-_81704029	chr10	81703906	81704099	-	193	Zfp938	-
L2_level1_chr10_-_79862183	chr10	79861976	79862184	-	208	Mbd3	-
L2_level1_chr7_-_117987935	chr7	117987880	117987995	-	115	Rnf141	-
L2_level1_chr2_-_165710181	chr2	165710120	165710224	-	104	Zmynd8	-
L2_level1_chr3_-_65184668	chr3	65184387	65185321	-	934	Ssr3	-
L2_level1_chr1_+_34242822	chr1	34242788	34242880	+	92	Dst	+
L2_level1_chr6_-_30846757	chr6	30846697	30846867	-	170	Copg2	-
L2_level1_chr17_+_44154706	chr17	44154697	44154876	+	179	Rcan2	+
L2_level1_chr6_-_126799144	chr6	126799032	126799199	-	167	Ndufa9	-
L2_level1_chr2_-_6639022	chr2	6638223	6639433	-	1210	Celf2	-
L2_level1_chr4_+_131830298	chr4	131830227	131830342	+	115	Taf12	+
L2_level1_chr9_+_72853595	chr9	72853252	72853679	+	427	Ccpg1	+
L2_level1_chr2_-_168009368	chr2	168008110	168010686	-	2576	Adnp	-
L2_level1_chr1_+_174012948	chr1	174012876	174013054	+	178	Copa	+
L2_level1_chr4_+_154998990	chr4	154998904	154999104	+	200	Cdk11b	+
L2_level1_chr13_-_112277666	chr13	112277657	112278064	-	407	Gpbp1	-
L2_level1_chr8_+_74474962	chr8	74474914	74475044	+	130	Zfp961	+
L2_level1_chr3_+_102861501	chr3	102861492	102861905	+	413	Csde1	+
L2_level1_chr10_+_90039452	chr10	90039105	90039916	+	811	Anks1b	+
L2_level1_chr3_+_126300248	chr3	126300097	126300393	+	296	Camk2d	+
L2_level1_chr10_+_84578925	chr10	84578737	84579256	+	519	AI597468	+
L2_level1_chr10_+_122382469	chr10	122381770	122382543	+	773	Ppm1h	+
L2_level1_chr12_+_85658064	chr12	85658015	85658108	+	93	Zfp410	+
L2_level1_chr7_-_29766832	chr7	29766709	29766929	-	220	Eif3k	-
L2_level1_chr12_+_110878684	chr12	110878152	110879395	+	1243	Rian	+
L2_level1_chr19_-_7053568	chr19	7053486	7053686	-	200	Fkbp2	-
L2_level1_chr11_-_98448562	chr11	98448529	98448595	-	66	Ormdl3	-
L2_level1_chr8_-_17421680	chr8	17421357	17421826	-	469	Csmd1	-
L2_level1_chrX_-_157432587	chrX	157432531	157432702	-	171	Cdkl5	-
L2_level1_chrX_-_100665079	chrX	100664958	100665156	-	198	Tsix	+
L2_level1_chr15_-_34370682	chr15	34370605	34370695	-	90	Gm12191	-
L2_level1_chr18_+_32399955	chr18	32399938	32400043	+	105	Ercc3	+
L2_level1_chr4_-_126106687	chr4	126106550	126106828	-	278	Eif2c3	-
L2_level1_chr16_-_13903134	chr16	13903027	13903237	-	210	Pdxdc1	-
L2_level1_chr16_+_91820732	chr16	91820679	91820817	+	138	Itsn1	+
L2_level1_chr16_-_62846698	chr16	62846540	62846878	-	338	Arl13b	-
L2_level1_chr2_-_30997531	chr2	30997330	30997567	-	237	Fnbp1	-
L2_level1_chr4_+_138847538	chr4	138847218	138847658	+	440	Capzb	+
L2_level1_chr17_-_31795704	chr17	31795630	31795745	-	115	U2af1	-
L2_level1_chr9_+_54804050	chr9	54803924	54804160	+	236	Psma4	+
L2_level1_chr2_+_118605475	chr2	118605381	118605616	+	235	Disp2	+
L2_level1_chrX_-_50946900	chrX	50946753	50946990	-	237	Cxx1a	-
L2_level1_chr10_-_80668101	chr10	80668030	80668324	-	294	2310050B05Rik	+
L2_level1_chr18_-_31743273	chr18	31741880	31743453	-	1573	Slc25a46	-
L2_level1_chr11_-_79316061	chr11	79315247	79316129	-	882	Omg	-
L2_level1_chr12_+_111867580	chr12	111867474	111867602	+	128	Dync1h1	+
L2_level1_chr11_-_40564436	chr11	40563708	40564458	-	750	Ccng1	-
L2_level1_chr9_-_36539653	chr9	36538764	36540073	-	1309	Stt3a	-
L2_level1_chr17_+_23943906	chr17	23943856	23944158	+	302	Srrm2	+
L2_level1_chr2_+_177282868	chr2	177282847	177282941	+	94	Gm14403	+
L2_level1_chr10_-_127163347	chr10	127163344	127163352	-	8	Tac2	+
L2_level1_chr1_+_66740337	chr1	66740252	66740351	+	99	Unc80	+
L2_level1_chr19_+_26785063	chr19	26785016	26785148	+	132	Smarca2	+
L2_level1_chr2_+_61642741	chr2	61642556	61643117	+	561	Tbr1	+
L2_level1_chr11_+_22890638	chr11	22890548	22890852	+	304	Cct4	+
L2_level1_chr12_+_8755192	chr12	8755186	8755308	+	122	Pum2	+
L2_level1_chr8_+_87324025	chr8	87324017	87324035	+	18	Nfix	-
L2_level1_chrX_+_72640886	chrX	72640471	72641219	+	748	Fundc2	+
L2_level1_chr9_+_43855810	chr9	43855704	43855951	+	247	Thy1	+
L2_level1_chrX_-_131135496	chrX	131135438	131135588	-	150	Gla	-
L2_level1_chr12_+_60172434	chr12	60172251	60173005	+	754	Pnn	+
L2_level1_chr3_+_60333319	chr3	60332759	60333417	+	658	Mbnl1	+
L2_level1_chr9_-_69989175	chr9	69989133	69989242	-	109	Fam81a	-
L2_level1_chr3_-_101386075	chr3	101385963	101386104	-	141	Atp1a1	-
L2_level1_chr2_-_180890113	chr2	180889983	180890191	-	208	Eef1a2	-
L2_level1_chr17_-_57227026	chr17	57226903	57227193	-	290	Tubb4a	-
L2_level1_chr15_-_36937056	chr15	36936908	36937106	-	198	Zfp706	-
L2_level1_chr8_+_41466087	chr8	41466009	41466186	+	177	Efha2	+
L2_level1_chr13_-_55637891	chr13	55637865	55637960	-	95	Ddx41	-
L2_level1_chr17_-_57150728	chr17	57150490	57150907	-	417	Gtf2f1	-
L2_level1_chr3_+_95330742	chr3	95330730	95330818	+	88	Ctss	+
L2_level1_chrX_+_58385816	chrX	58385568	58386307	+	739	C230004F18Rik	+
L2_level1_chr9_-_86774286	chr9	86774241	86774547	-	306	Snap91	-
L2_level1_chr2_-_35048181	chr2	35048155	35048358	-	203	Rab14	-
L2_level1_chr2_-_150434295	chr2	150434152	150434345	-	193	2310001A20Rik	-
L2_level1_chr4_+_132091480	chr4	132091412	132091548	+	136	Dnajc8	+
L2_level1_chr15_-_99358121	chr15	99358037	99358229	-	192	Faim2	-
L2_level1_chr6_+_45020348	chr6	45019996	45020583	+	587	Cntnap2	+
L2_level1_chr11_-_29147295	chr11	29147033	29147379	-	346	Ccdc104	-
L2_level1_chr3_-_88566445	chr3	88565671	88566482	-	811	Syt11	-
L2_level1_chr17_+_56740640	chr17	56740627	56740775	+	148	Safb	+
L2_level1_chr8_-_87818832	chr8	87818755	87818871	-	116	Vps35	-
L2_level1_chr15_+_38621792	chr15	38621551	38621885	+	334	Atp6v1c1	+
L2_level1_chr2_+_118616831	chr2	118616822	118617297	+	475	Disp2	+
L2_level1_chr15_-_96402582	chr15	96402359	96404681	-	2322	Slc38a1	-
L2_level1_chr14_-_52829574	chr14	52829508	52829584	-	76	Chd8	-
L2_level1_chr2_-_25441225	chr2	25441160	25441375	-	215	B230208H17Rik	-
L2_level1_chr12_+_60235039	chr12	60235037	60235053	+	16	Ctage5	+
L2_level1_chr13_+_94126546	chr13	94126317	94126797	+	480	Homer1	+
L2_level1_chrX_-_133511381	chrX	133511359	133511449	-	90	Tmsb15b1	-
L2_level1_chr18_-_12927075	chr18	12927066	12927201	-	135	Osbpl1a	-
L2_level1_chr11_+_98071932	chr11	98071657	98072513	+	856	Cdk12	+
L2_level1_chr13_+_83697593	chr13	83697411	83697733	+	322	Mef2c	+
L2_level1_chr10_+_75400073	chr10	75400036	75400191	+	155	Chchd10	+
L2_level1_chr12_+_56331384	chr12	56331289	56331603	+	314	Srp54a	+
L2_level1_chr5_+_89070212	chr5	89069600	89070466	+	866	Rufy3	+
L2_level1_chr15_-_79619165	chr15	79618666	79619206	-	540	Nptxr	-
L2_level1_chr4_+_147932557	chr4	147932495	147932649	+	154	Exosc10	+
L2_level1_chr1_+_88600368	chr1	88600307	88600419	+	112	Dis3l2	+
L2_level1_chr12_-_17180316	chr12	17180022	17180541	-	519	Kcnf1	-
L2_level1_chr11_+_74584350	chr11	74584315	74584453	+	138	Mettl16	+
L2_level1_chr4_+_108686174	chr4	108686095	108686446	+	351	Nrd1	+
L2_level1_chr4_+_6292849	chr4	6292766	6292915	+	149	Sdcbp	+
L2_level1_chr7_-_52382839	chr7	52382796	52382849	-	53	Snord32a	-
L2_level1_chr6_+_117856796	chr6	117856709	117856846	+	137	Hnrnpf	+
L2_level1_chr1_-_10028036	chr1	10027775	10028089	-	314	Cops5	-
L2_level1_chr15_-_81756590	chr15	81756522	81756686	-	164	Polr3h	-
L2_level1_chr13_+_48358804	chr13	48358467	48358902	+	435	Id4	+
L2_level1_chr11_+_61932627	chr11	61932616	61932762	+	146	Specc1	+
L2_level1_chr4_+_154932000	chr4	154931844	154932171	+	327	Gnb1	+
L2_level1_chr15_+_39385486	chr15	39385459	39385506	+	47	Rims2	+
L2_level1_chr13_+_46735273	chr13	46735179	46735284	+	105	Cap2	+
L2_level1_chr18_+_64429444	chr18	64429067	64429629	+	562	1700091E21Rik	-
L2_level1_chr11_+_95528313	chr11	95528264	95528367	+	103	Phb	+
L2_level1_chr13_+_14276588	chr13	14276485	14276741	+	256	Arid4b	+
L2_level1_chr3_-_83971628	chr3	83971576	83971730	-	154	Trim2	-
L2_level1_chr12_+_25667130	chr12	25667073	25667212	+	139	Kidins220	+
L2_level1_chr3_+_146559575	chr3	146559532	146559664	+	132	Ttll7	+
L2_level1_chr5_+_8068535	chr5	8067938	8068758	+	820	Sri	+
L2_level1_chr2_+_50765982	chr2	50765969	50765987	+	18	Gm13498	+
L2_level1_chrX_-_35904091	chrX	35904053	35904125	-	72	Cul4b	-
L2_level1_chr6_-_137118224	chr6	137118030	137118318	-	288	Rerg	-
L2_level1_chrX_-_71032209	chrX	71032138	71032324	-	186	Idh3g	-
L2_level1_chr15_-_91022232	chr15	91022084	91022289	-	205	Abcd2	-
L2_level1_chr5_+_89071148	chr5	89070984	89071351	+	367	Rufy3	+
L2_level1_chr6_+_86354266	chr6	86354181	86354490	+	309	Tia1	+
L2_level1_chr11_-_86518704	chr11	86518666	86518833	-	167	Cltc	-
L2_level1_chr8_-_72240357	chr8	72240298	72240451	-	153	Zfp869	-
L2_level1_chr4_-_61869474	chr4	61869219	61869626	-	407	Zfp37	-
L2_level1_chr11_+_97177160	chr11	97177102	97177221	+	119	Mrpl45	+
L2_level1_chr12_+_101446340	chr12	101445787	101446410	+	623	Calm1	+
L2_level1_chr12_+_16964081	chr12	16963926	16964179	+	253	Rock2	+
L2_level1_chr11_-_46084118	chr11	46084078	46084189	-	111	Cyfip2	-
L2_level1_chr5_+_48615260	chr5	48615258	48615310	+	52	Mir218-1	+
L2_level1_chr2_+_181572594	chr2	181572538	181572663	+	125	Pcmtd2	+
L2_level1_chr19_-_7292066	chr19	7291887	7292157	-	270	Cox8a	-
L2_level1_chr9_-_66891604	chr9	66891403	66891779	-	376	Tpm1	-
L2_level1_chr8_-_101940343	chr8	101940005	101940460	-	455	Cdh8	-
L2_level1_chr1_-_68734925	chr1	68734659	68735632	-	973	Erbb4	-
L2_level1_chr9_+_28727807	chr9	28727658	28727850	+	192	Opcml	+
L2_level1_chr10_-_77865393	chr10	77865376	77865478	-	102	Rrp1	-
L2_level1_chr17_+_24551604	chr17	24551566	24551664	+	98	Rnps1	+
L2_level1_chr16_+_44220689	chr16	44219943	44221032	+	1089	Gm608	+
L2_level1_chr10_+_111838905	chr10	111838560	111840272	+	1712	Kcnc2	+
